comment_id,polarity_gold,text_gold,created_at_gold,author_login,owner,repo,review_id,html_url,created_at_kaiaulu,updated_at,comment_user_login,author_association,file_path,start_line,line,original_start_line,original_line,position,diff_hunk,text_kaiaulu,polarity_kaiaulu,commit_id
6060638,0,"Another possible good idea is to add an hmac to detect tampering. I know zf2 does this as do a few other implementations I've seen.""",2013-08-29 01:52:47,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1568#discussion_r6060638,2013-08-29T13:52:47Z,2013-09-02T01:44:56Z,markstory,MEMBER,lib/Cake/Utility/Security.php,,,,,1,"@@ -289,4 +289,69 @@ protected static function _crypt($password, $salt = false) {
 		return crypt($password, $salt);
 	}
 
+/**
+ * Encrypt a value using AES-256.
+ *
+ * *Caveat* You cannot properly encrypt/decrypt data with trailing null bytes.
+ * Any trailing null bytes will be removed on decryption due to how PHP pads messages
+ * with nulls prior to encryption.
+ *
+ * @param string $plain The value to encrypt.
+ * @param string $key The 256 bit/32 byte key to use as a cipher key.
+ * @return string Encrypted data.
+ * @throws CakeException On invalid data or key.
+ */
+	public static function encrypt($plain, $key) {
+		self::_checkKey($key, 'encrypt()');
+		if (empty($plain)) {
+			throw new CakeException(__d('cake_dev', 'The data to encrypt cannot be empty.'));
+		}
+		$key = substr($key, 0, 32);","Another possible good idea is to add an hmac to detect tampering. I know zf2 does this as do a few other implementations I've seen.
",0,13b870d7e183375822eea4ffd66aaacaeec760ff
5912764,2,"That was the reason I started to extract stuff into a Trait, found out the hard way it was not possible :(""",2013-08-21 11:27:35,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1544#discussion_r5912764,2013-08-21T23:27:35Z,2013-08-24T16:35:52Z,lorenzo,MEMBER,lib/Cake/ORM/ResultCollectionTrait.php,,27.0,,,27,"@@ -0,0 +1,72 @@
+<?php
+/**
+ * PHP Version 5.4
+ *
+ * CakePHP(tm) : Rapid Development Framework (http://cakephp.org)
+ * Copyright (c) Cake Software Foundation, Inc. (http://cakefoundation.org)
+ *
+ * Licensed under The MIT License
+ * For full copyright and license information, please see the LICENSE.txt
+ * Redistributions of files must retain the above copyright notice.
+ *
+ * @copyright     Copyright (c) Cake Software Foundation, Inc. (http://cakefoundation.org)
+ * @link          http://cakephp.org CakePHP(tm) Project
+ * @since         CakePHP(tm) v 3.0.0
+ * @license       MIT License (http://www.opensource.org/licenses/mit-license.php)
+ */
+namespace Cake\ORM;
+
+use \Iterator;
+use \JsonSerializable;
+use \Serializable;
+
+/**
+ * Common set of methods that any specific ResultSet implementation
+ * should contain
+ */
+trait ResultCollectionTrait {","That was the reason I started to extract stuff into a Trait, found out the hard way it was not possible :(
",0,65cc26318d4c4fe3e0e590442a746385e46c152a
5444095,2,"This actually have a pattern name, but it is ugly and confusing: Flyweight factory""",2013-07-28 19:37:52,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1457#discussion_r5444095,2013-07-29T07:37:52Z,2013-07-29T07:37:52Z,lorenzo,MEMBER,lib/Cake/Utility/ObjectRegistry.php,,17.0,,,17,"@@ -0,0 +1,178 @@
+<?php
+/**
+ * CakePHP(tm) : Rapid Development Framework (http://cakephp.org)
+ * Copyright (c) Cake Software Foundation, Inc. (http://cakefoundation.org)
+ *
+ * Licensed under The MIT License
+ * For full copyright and license information, please see the LICENSE.txt
+ * Redistributions of files must retain the above copyright notice.
+ *
+ * @copyright     Copyright (c) Cake Software Foundation, Inc. (http://cakefoundation.org)
+ * @link          http://cakephp.org CakePHP(tm) Project
+ * @license       http://www.opensource.org/licenses/mit-license.php MIT License
+ */
+namespace Cake\Utility;
+
+/**
+ * Acts as a registry/factory for objects.","This actually have a pattern name, but it is ugly and confusing: Flyweight factory
",0,999aef929c438155985a9991e9ed158fafaaa33e
5181782,1,"yes, I wanted to listen to a view render in a crud listener, but couldn't access the view to attach an event, since the view isn't created until render() is called - had to hack around it to make it work :) I expected a View.beforeRender event in any cla""",2013-07-14 01:24:06,jippi,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1418#discussion_r5181782,2013-07-14T13:24:06Z,2013-07-27T21:17:13Z,jippi,CONTRIBUTOR,lib/Cake/Controller/Controller.php,,637.0,,,115,"@@ -600,13 +623,23 @@ public function constructClasses() {
 	public function getEventManager() {
 		if (empty($this->_eventManager)) {
 			$this->_eventManager = new EventManager();","yes, I wanted to listen to a view render in a crud listener, but couldn't access the view to attach an event, since the view isn't created until render() is called - had to hack around it to make it work :)
I expected a View.beforeRender event in any class attaching to the controller event manager would have worked, but alas it did not :)
",0,c8f6c84285080bfc9020401522b01bb7d50777ab
4464918,0,"This permits SQL injection. User data should never be interpolated into the keys of a find condition.""",2013-05-30 07:37:21,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1319#discussion_r4464918,2013-05-30T19:37:21Z,2013-05-30T19:37:21Z,markstory,MEMBER,lib/Cake/Console/Templates/default/actions/controller_actions.ctp,,182.0,,,26,"@@ -157,3 +157,62 @@
 <?php endif; ?>
 		$this->redirect(array('action' => 'index'));
 	}
+	
+/**
+ * search method
+ *
+ * @return void
+ */
+	public function search() {
+		if ($this->request->is('post') || $this->request->is('put')) {
+			$conditions = array();
+			foreach ($this->data['<?php echo $currentModelName;?>'] as $key => $value) {
+				$empty = true;
+				if ((substr($key, -3) == ""_id"")) { // associated input have _id suffix
+					if ($value != 0)
+						$empty = false;
+				} else {
+					if ($value != """")
+						$empty = false;
+				}
+				
+				if (!$empty) {
+					if (strstr($value, ""*"")) {
+						$conditions[] = array(
+							'<?php echo $currentModelName;?>.'.$key."" LIKE"" => str_replace('*', '%', $value)","This permits SQL injection. User data should never be interpolated into the keys of a find condition.
",0,221f95f0af250cf48c90c350282af33478e5c15f
4394900,2,"Odd, it might be the test being wrong... I remember spending some time fixing the multi insert in sqlite so I was quite surprised it did not work.""",2013-05-26 06:58:24,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1303#discussion_r4394900,2013-05-26T18:58:24Z,2013-05-29T02:13:15Z,lorenzo,MEMBER,lib/Cake/Database/Dialect/SqliteDialectTrait.php,,,,,1,"@@ -102,28 +102,33 @@ protected function _insertQueryTranslator($query) {
 			return $query;
 		}
 
-		$cols = $v->columns();
 		$newQuery = $query->connection()->newQuery();
+		$cols = $v->columns();
 		$values = [];
 		foreach ($v->values() as $k => $val) {
 			$values[] = $val;
-			$val = array_merge($val, array_fill(0, count($cols) - count($val), null));
+			$fillLength = count($cols) - count($val);
+			if ($fillLength > 0) {
+				$val = array_merge($val, array_fill(0, $fillLength, null));
+			}
+			// TODO this doesn't work all columns are inserted as null.","Odd, it might be the test being wrong... I remember spending some time fixing the multi insert in sqlite so I was quite surprised it did not work.
",0,2b90e7dbc75cccae5f7b1fc76eba57bf6fcbe049
3613646,0,"10, integers in postgres are signed so one of the bits is used for the sign. It is actually the same in Mysql, unless it is declared as unsigned""",2013-04-01 19:44:51,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1212#discussion_r3613646,2013-04-02T07:44:51Z,2013-04-03T21:35:55Z,lorenzo,MEMBER,lib/Cake/Model/Datasource/Database/Dialect/PostgresDialectTrait.php,,205.0,,,58,"@@ -148,4 +148,128 @@ protected function _transformFunctionExpression(FunctionExpression $expression)
 		}
 	}
 
+/**
+ * Get the SQL to list the tables
+ *
+ * @param array $config The connection configuration to use for
+ *    getting tables from.
+ * @return array An array of (sql, params) to execute.
+ */
+	public function listTablesSql($config) {
+		$sql = ""SELECT table_name as name FROM INFORMATION_SCHEMA.tables WHERE table_schema = ? ORDER BY name"";
+		$schema = empty($config['schema']) ? 'public' : $config['schema'];
+		return [$sql, [$schema]];
+	}
+
+/**
+ * Get the SQL to describe a table in Postgres.
+ *
+ * @param string $table The table name to describe
+ * @param array $config The connection configuration to use
+ * @return array An array of (sql, params) to execute.
+ */
+	public function describeTableSql($table, $config) {
+		$sql =
+		""SELECT DISTINCT table_schema AS schema, column_name AS name, data_type AS type,
+			is_nullable AS null, column_default AS default, ordinal_position AS position,
+			character_maximum_length AS char_length, character_octet_length AS oct_length,
+			d.description as comment, i.indisprimary = 't' as pk
+		FROM information_schema.columns c
+		INNER JOIN pg_catalog.pg_namespace ns ON (ns.nspname = table_schema)
+		INNER JOIN pg_catalog.pg_class cl ON (cl.relnamespace = ns.oid AND cl.relname = table_name)
+		LEFT JOIN pg_catalog.pg_index i ON (i.indrelid = cl.oid AND i.indkey[0] = c.ordinal_position)
+		LEFT JOIN pg_catalog.pg_description d on (cl.oid = d.objoid AND d.objsubid = c.ordinal_position)
+		WHERE table_name = ? AND table_schema = ?  ORDER BY position"";
+		$schema = empty($config['schema']) ? 'public' : $config['schema'];
+		return [$sql, [$table, $schema]];
+	}
+
+/**
+ * Convert a column definition to the abstract types.
+ *
+ * The returned type will be a type that
+ * Cake\Model\Datasource\Database\Type can handle.
+ *
+ * @param string $column The column type + length
+ * @return array List of (type, length)
+ */
+	public function convertColumn($column) {
+		$col = strtolower($column);
+		if (in_array($col, array('date', 'time', 'boolean'))) {
+			return [$col, null];
+		}
+		if (strpos($col, 'timestamp') !== false) {
+			return ['datetime', null];
+		}
+		if ($col === 'serial' || $col === 'integer') {
+			return ['integer', 10];","10, integers in postgres are signed so one of the bits is used for the sign. It is actually the same in Mysql, unless it is declared as unsigned
",0,caec717bce20e06429dd54bafe39b4b0ee6682bb
3622375,2,"Derp, I missed that sorry.""",2013-04-02 05:23:11,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1212#discussion_r3622375,2013-04-02T17:23:11Z,2013-04-03T21:35:55Z,markstory,MEMBER,lib/Cake/Test/TestCase/Model/Datasource/Database/Driver/PostgresTest.php,,343.0,,,225,"@@ -126,4 +129,218 @@ public function testConnectionConfigCustom() {
 		$driver->connect($config);
 	}
 
+/**
+ * Helper method for skipping tests that need a real connection.
+ *
+ * @return void
+ */
+	protected function _needsConnection() {
+		$config = Configure::read('Datasource.test');
+		$this->skipIf(strpos($config['datasource'], 'Postgres') === false, 'Not using Postgres for test config');
+	}
+
+/**
+ * Helper method for testing methods.
+ *
+ * @return void
+ */
+	protected function _createTables($connection) {
+		$this->_needsConnection();
+		$connection->execute('DROP TABLE IF EXISTS articles');
+		$connection->execute('DROP TABLE IF EXISTS authors');
+
+		$table = <<<SQL
+CREATE TABLE authors(
+id SERIAL,
+name VARCHAR(50),
+bio DATE,
+created TIMESTAMP
+)
+SQL;
+		$connection->execute($table);
+
+		$table = <<<SQL
+CREATE TABLE articles(
+id BIGINT PRIMARY KEY,
+title VARCHAR(20),
+body TEXT,
+author_id INTEGER NOT NULL,
+published BOOLEAN DEFAULT false,
+views SMALLINT DEFAULT 0,
+created TIMESTAMP
+)
+SQL;
+		$connection->execute($table);
+		$connection->execute('COMMENT ON COLUMN ""articles"".""title"" IS \'a title\'');
+	}
+
+/**
+ * Dataprovider for column testing
+ *
+ * @return array
+ */
+	public static function columnProvider() {
+		return [
+			[
+				'TIMESTAMP',
+				['datetime', null]
+			],
+			[
+				'TIMESTAMP WITHOUT TIME ZONE',
+				['datetime', null]
+			],
+			[
+				'DATE',
+				['date', null]
+			],
+			[
+				'TIME',
+				['time', null]
+			],
+			[
+				'SMALLINT',
+				['integer', 5]
+			],
+			[
+				'INTEGER',
+				['integer', 10]
+			],
+			[
+				'SERIAL',
+				['integer', 10]
+			],
+			[
+				'BIGINT',
+				['biginteger', 20]
+			],
+			[
+				'NUMERIC',
+				['decimal', null]
+			],
+			[
+				'VARCHAR',
+				['string', null]
+			],
+			[
+				'CHARACTER VARYING',
+				['string', null]
+			],
+			[
+				'CHAR',
+				['string', null]
+			],
+			[
+				'CHARACTER',
+				['string', null]
+			],
+			[
+				'TEXT',
+				['text', null]
+			],
+			[
+				'BYTEA',
+				['binary', null]
+			],
+			[
+				'REAL',
+				['float', null]
+			],
+			[
+				'DOUBLE PRECISION',
+				['float', null]
+			],
+			[
+				'BIGSERIAL',
+				['biginteger', 20]
+			],
+		];
+	}
+
+/**
+ * Test parsing Postgres column types.
+ *
+ * @dataProvider columnProvider
+ * @return void
+ */
+	public function testConvertColumnType($input, $expected) {
+		$driver = new Postgres();
+		$this->assertEquals($expected, $driver->convertColumn($input));
+	}
+
+
+/**
+ * Test listing tables with Postgres
+ *
+ * @return void
+ */
+	public function testListTables() {
+		$connection = new Connection(Configure::read('Datasource.test'));
+		$this->_createTables($connection);
+
+		$result = $connection->listTables();
+		$this->assertInternalType('array', $result);
+		$this->assertCount(2, $result);
+		$this->assertEquals('articles', $result[0]);
+		$this->assertEquals('authors', $result[1]);
+	}
+
+/**
+ * Test describing a table with Postgres
+ *
+ * @return void
+ */
+	public function testDescribeTable() {
+		$connection = new Connection(Configure::read('Datasource.test'));
+		$this->_createTables($connection);
+
+		$result = $connection->describe('articles');
+		$expected = [
+			'id' => [
+				'type' => 'biginteger',
+				'null' => false,
+				'default' => null,
+				'length' => 20,
+				'key' => 'primary',
+			],
+			'title' => [
+				'type' => 'string',
+				'null' => true,
+				'default' => null,
+				'length' => 20,
+				'comment' => 'a title',
+			],
+			'body' => [
+				'type' => 'text',
+				'null' => true,
+				'default' => null,
+				'length' => null,
+			],
+			'author_id' => [
+				'type' => 'integer',
+				'null' => false,
+				'default' => null,
+				'length' => 10,
+			],
+			'published' => [
+				'type' => 'boolean',
+				'null' => true,
+				'default' => 0,
+				'length' => null,
+			],
+			'views' => [
+				'type' => 'integer',
+				'null' => true,
+				'default' => 0,
+				'length' => 5,
+			],
+			'created' => [
+				'type' => 'datetime',
+				'null' => true,
+				'default' => null,
+				'length' => null,
+			],
+		];
+		$this->assertEquals($expected, $result);","Derp, I missed that sorry.
",0,caec717bce20e06429dd54bafe39b4b0ee6682bb
1941298,0,"Extra space after `(` and before `)`. If block should always have braces `{}` even for single lines.""",2012-10-25 02:34:46,ADmad,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/913#discussion_r1941298,2012-10-25T14:34:46Z,2013-01-20T08:13:45Z,ADmad,MEMBER,lib/Cake/Model/Validator/CakeValidationRule.php,,,,,1,"@@ -271,6 +274,13 @@ public function process($field, &$data, &$methods) {
 			$this->_valid = call_user_func_array($methods[$rule], $this->_ruleParams);
 		} elseif (class_exists('Validation') && method_exists('Validation', $this->_rule)) {
 			$this->_valid = call_user_func_array(array('Validation', $this->_rule), $this->_ruleParams);
+		} elseif (strpos($this->_rule ,'::')) {
+			list($plugin, $class) = pluginSplit($this->_rule);
+			list($className,$method) = explode('::',$class);
+			$location = 'Model/Validation';
+			if ( $plugin ) $location = $plugin . '.' . $location;","Extra space after `(` and before `)`. If block should always have braces `{}` even for single lines.
",0,b2cbeeeb501285431bdc7fb2a5b37f260b792261
1714815,0,"Indentation is still incorrect, better use the code sniffer.""",2012-09-27 17:55:21,ADmad,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/872#discussion_r1714815,2012-09-28T05:55:21Z,2012-09-28T06:07:43Z,ADmad,MEMBER,lib/Cake/Cache/Engine/WincacheEngine.php,,,,,1,"@@ -183,6 +183,7 @@ public function groups() {
  * @return boolean success
  **/
 	public function clearGroup($group) {
+	        $success = null;","Indentation is still incorrect, better use the code sniffer.
",0,f4565d51fad4ba81906f085cd5abf043d4852365
1460045,2,"Having a destructive get() seems like a bad idea.  Why not just call set() afterwards to clear the block.  I'd like to avoid duplicated functionality.""",2012-08-25 09:11:14,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/795#discussion_r1460045,2012-08-25T21:11:14Z,2012-08-25T21:19:27Z,markstory,MEMBER,lib/Cake/View/ViewBlock.php,,125.0,,,8,"@@ -119,13 +119,18 @@ public function set($name, $value) {
  * Get the content for a block.
  *
  * @param string $name Name of the block
+ * @param boolean $clear Whether or not to clear the block after retrieval (default false)
  * @return The block content or '' if the block does not exist.
  */
-	public function get($name) {
+	public function get($name, $clear = false) {","Having a destructive get() seems like a bad idea.  Why not just call set() afterwards to clear the block.  I'd like to avoid duplicated functionality.
",0,123a59baa20c336a089956e00a4f88b6f8d95860
408211,1,"Yeah, true, But I dunno if it would break userland code if init() would not register the Behavior in the Collection, but instead do nothing. But I trust your judgement in these things :-)""",2012-02-01 11:02:29,tPl0ch,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/455#discussion_r408211,2012-02-01T22:02:29Z,2012-02-03T18:33:39Z,tPl0ch,NONE,lib/Cake/Model/BehaviorCollection.php,,82.0,,,1,"@@ -70,6 +69,18 @@ public function init($modelName, $behaviors = array()) {
 	}
 
 /**
+ * Backwards compatible alias for __construct()
+ *
+ * @param string $modelName
+ * @param array $behaviors
+ * @return void
+ * @deprecated Initialize with constructor instead
+ */
+	public function init($modelName, $behaviors = array()) {
+		$this->__construct($modelName, $behaviors);
+	}
+
+/**","Yeah, true, But I dunno if it would break userland code if init() would not register the Behavior in the Collection, but instead do nothing. But I trust your judgement in these things :-)
",0,ea4f39c13bb80524ad470196be75d5a6a6964048
54071,2,"Yeah, that's right. My bad. Commit 788a7e4 corrects this issue.""",2011-06-28 11:01:01,luisarmando,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/136#discussion_r54071,2011-06-28T23:01:01Z,2011-07-01T10:19:38Z,labianchin,CONTRIBUTOR,lib/Cake/Console/Command/UpgradeShell.php,,,,,1,"@@ -74,16 +74,22 @@ class UpgradeShell extends Shell {
 	public function locations() {
 		$cwd = getcwd();
 
-		if (is_dir('plugins')) {
-
-			$Folder = new Folder('plugins');
-			list($plugins) = $Folder->read();
-			foreach($plugins as $plugin) {
-				chdir($cwd . DS . 'plugins' . DS . $plugin);
-				$this->locations();
+		$plugins = App::path('plugins');
+		if (!$pluginsFolders)
+			$pluginsFolders = array('plugins');
+
+		foreach ($pluginsFolders as $pluginsFolder){
+			if (is_dir($pluginsFolder)) {
+	
+				$Folder = new Folder($pluginsFolder);
+				list($plugins) = $Folder->read();
+					foreach($plugins as $plugin) {
+					chdir($cwd . DS . 'plugins' . DS . $plugin);","Yeah, that's right. My bad.
Commit 788a7e4 corrects this issue.
",0,b22e30c5a31fb8a7ff95f6670193bc7697de0e9a
6630638,0,"You can also use the official [code sniffer](https://github.com/cakephp/cakephp-codesniffer).""",2013-09-27 03:27:07,ADmad,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1688#discussion_r6630638,2013-09-27T15:27:07Z,2013-09-27T15:27:07Z,ADmad,MEMBER,lib/Cake/TestSuite/ControllerTestCase.php,,,,,1,"@@ -219,7 +219,8 @@ protected function _testAction($url = '', $options = array()) {
 		$options = array_merge(array(
 			'data' => array(),
 			'method' => 'POST',
-			'return' => 'result'
+			'return' => 'result',
+            'named'  => array()","You can also use the official [code sniffer](https://github.com/cakephp/cakephp-codesniffer).
",0,9faf3ca5d46ad908974d590249083b5dd75971b9
2671628,0,"Just as curiosity, I was looking the [`DateTime` documentation](http://us2.php.net/manual/en/class.datetime.php) today and they have the constant for the RFC formats.  Form the [cookie RFC](http://tools.ietf.org/html/rfc2616#section-3.3.1), it could be """,2013-01-16 09:19:39,jrbasso,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1057#discussion_r2671628,2013-01-16T20:19:39Z,2013-01-24T02:45:59Z,jrbasso,MEMBER,lib/Cake/Network/Http/Cookies.php,,,,,1,"@@ -0,0 +1,117 @@
+<?php
+/**
+ * CakePHP(tm) : Rapid Development Framework (http://cakephp.org)
+ * Copyright 2005-2012, Cake Software Foundation, Inc. (http://cakefoundation.org)
+ *
+ * Licensed under The MIT License
+ * Redistributions of files must retain the above copyright notice.
+ *
+ * @copyright     Copyright 2005-2012, Cake Software Foundation, Inc. (http://cakefoundation.org)
+ * @link          http://cakephp.org CakePHP(tm) Project
+ * @since         CakePHP(tm) v 3.0.0
+ * @license       MIT License (http://www.opensource.org/licenses/mit-license.php)
+ */
+namespace Cake\Network\Http;
+
+use Cake\Network\Http\Request;
+use Cake\Network\Http\Response;
+
+/**
+ * Container class for cookies used in Http\Client.
+ *
+ * Provides cookie jar like features for storing cookies between
+ * requests, as well as appending cookies to new requests.
+ */
+class Cookies {
+
+/**
+ * The cookies stored in this jar.
+ *
+ * @var array
+ */
+	protected $_cookies = [];
+
+/**
+ * Store the cookies from a response.
+ *
+ * Store the cookies that haven't expired. If a cookie has been expired
+ * and is currently stored, it will be removed.
+ *
+ * @param Response $response The response to read cookies from
+ * @param string $url The request URL used for default host/path values.
+ * @return void
+ */
+	public function store(Response $response, $url) {
+		$host = parse_url($url, PHP_URL_HOST);
+		$path = parse_url($url, PHP_URL_PATH);
+		$path = $path ?: '/';
+
+		$cookies = $response->cookies();
+		foreach ($cookies as $name => $cookie) {
+			if (empty($cookie['domain'])) {
+				$cookie['domain'] = $host;
+			}
+			if (empty($cookie['path'])) {
+				$cookie['path'] = $path;
+			}
+			$key = implode(';', [$cookie['name'], $cookie['domain'], $cookie['path']]);
+
+			$expires = isset($cookie['expires']) ? $cookie['expires'] : false;
+			if ($expires) {
+				$expires = \DateTime::createFromFormat('D, j-M-Y H:i:s e', $expires);","Just as curiosity, I was looking the [`DateTime` documentation](http://us2.php.net/manual/en/class.datetime.php) today and they have the constant for the RFC formats.

Form the [cookie RFC](http://tools.ietf.org/html/rfc2616#section-3.3.1), it could be ISO 1123 (most used and the same you used), RFC 1036 or asctime().
",0,c0865001dc9b44d763aba9eaa00720fa4e485ddc
2676081,0,"I ended up using `strtotime()` as the various formats that I saw in the wild and in the specs resulted in icky code. However, strtotime() seems to be able to sort everything out.""",2013-01-16 15:06:50,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1057#discussion_r2676081,2013-01-17T02:06:50Z,2013-01-24T02:45:59Z,markstory,MEMBER,lib/Cake/Network/Http/Cookies.php,,,,,1,"@@ -0,0 +1,117 @@
+<?php
+/**
+ * CakePHP(tm) : Rapid Development Framework (http://cakephp.org)
+ * Copyright 2005-2012, Cake Software Foundation, Inc. (http://cakefoundation.org)
+ *
+ * Licensed under The MIT License
+ * Redistributions of files must retain the above copyright notice.
+ *
+ * @copyright     Copyright 2005-2012, Cake Software Foundation, Inc. (http://cakefoundation.org)
+ * @link          http://cakephp.org CakePHP(tm) Project
+ * @since         CakePHP(tm) v 3.0.0
+ * @license       MIT License (http://www.opensource.org/licenses/mit-license.php)
+ */
+namespace Cake\Network\Http;
+
+use Cake\Network\Http\Request;
+use Cake\Network\Http\Response;
+
+/**
+ * Container class for cookies used in Http\Client.
+ *
+ * Provides cookie jar like features for storing cookies between
+ * requests, as well as appending cookies to new requests.
+ */
+class Cookies {
+
+/**
+ * The cookies stored in this jar.
+ *
+ * @var array
+ */
+	protected $_cookies = [];
+
+/**
+ * Store the cookies from a response.
+ *
+ * Store the cookies that haven't expired. If a cookie has been expired
+ * and is currently stored, it will be removed.
+ *
+ * @param Response $response The response to read cookies from
+ * @param string $url The request URL used for default host/path values.
+ * @return void
+ */
+	public function store(Response $response, $url) {
+		$host = parse_url($url, PHP_URL_HOST);
+		$path = parse_url($url, PHP_URL_PATH);
+		$path = $path ?: '/';
+
+		$cookies = $response->cookies();
+		foreach ($cookies as $name => $cookie) {
+			if (empty($cookie['domain'])) {
+				$cookie['domain'] = $host;
+			}
+			if (empty($cookie['path'])) {
+				$cookie['path'] = $path;
+			}
+			$key = implode(';', [$cookie['name'], $cookie['domain'], $cookie['path']]);
+
+			$expires = isset($cookie['expires']) ? $cookie['expires'] : false;
+			if ($expires) {
+				$expires = \DateTime::createFromFormat('D, j-M-Y H:i:s e', $expires);","I ended up using `strtotime()` as the various formats that I saw in the wild and in the specs resulted in icky code. However, strtotime() seems to be able to sort everything out.
",0,c0865001dc9b44d763aba9eaa00720fa4e485ddc
4778220,1,"Yes you right""",2013-06-19 05:36:15,bhiv,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1364#discussion_r4778220,2013-06-19T17:36:15Z,2013-06-19T17:36:15Z,np42,NONE,lib/Cake/Model/Behavior/ContainableBehavior.php,,163.0,,,19,"@@ -152,6 +157,12 @@ public function beforeFind(Model $Model, $query) {
 						if (!$reset && empty($instance->__backOriginalAssociation)) {
 							$instance->__backOriginalAssociation = $backupBindings;
 						}
+						foreach ($unbind as $className) {
+							$this->rebinds[] = array
+							( 'model' => $instance, 'type' => $type
+							, 'className' => $className, 'link' => &$instance->{$type}[$className]","Yes you right
",0,8e500c33349a5dbd05d1846c17538102669a5c51
6103651,0,"One could default this to false and only enable it dynamically inside the code.""",2013-09-01 10:55:17,dereuromark,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1594#discussion_r6103651,2013-09-01T22:55:17Z,2013-09-01T22:55:17Z,dereuromark,MEMBER,lib/Cake/Console/ConsoleInput.php,,44.0,,,12,"@@ -33,11 +33,23 @@ class ConsoleInput {
 	protected $_input;
 
 /**
+ * Can this instance use readline?
+ * Two conditions must be met:
+ * 1. Readline support must be enabled.
+ * 2. Handle we are attached to must be stdin.
+ * Allows rich editing with arrow keys and history when inputting a string.
+ *
+ * @var bool
+ */
+	protected $_canReadline;","One could default this to false and only enable it dynamically inside the code.
",0,bb98ac761fad08204cb7ad9fac9e6b22e283f5e0
6060336,0,"One problem with pbkdf is the general lack of support. Prior to 5.5 I'm not aware of any commonly installed extension that provides pbkdf2. An alternative to length checks and pbkdf2 is to use sha256. That would mask the original key and ensure the correc""",2013-08-29 01:40:49,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1568#discussion_r6060336,2013-08-29T13:40:49Z,2013-09-02T01:44:56Z,markstory,MEMBER,lib/Cake/Utility/Security.php,,,,,1,"@@ -289,4 +289,69 @@ protected static function _crypt($password, $salt = false) {
 		return crypt($password, $salt);
 	}
 
+/**
+ * Encrypt a value using AES-256.
+ *
+ * *Caveat* You cannot properly encrypt/decrypt data with trailing null bytes.
+ * Any trailing null bytes will be removed on decryption due to how PHP pads messages
+ * with nulls prior to encryption.
+ *
+ * @param string $plain The value to encrypt.
+ * @param string $key The 256 bit/32 byte key to use as a cipher key.
+ * @return string Encrypted data.
+ * @throws CakeException On invalid data or key.
+ */
+	public static function encrypt($plain, $key) {
+		self::_checkKey($key, 'encrypt()');
+		if (empty($plain)) {
+			throw new CakeException(__d('cake_dev', 'The data to encrypt cannot be empty.'));
+		}
+		$key = substr($key, 0, 32);","One problem with pbkdf is the general lack of support. Prior to 5.5 I'm not aware of any commonly installed extension that provides pbkdf2. An alternative to length checks and pbkdf2 is to use sha256. That would mask the original key and ensure the correct key length.
",0,13b870d7e183375822eea4ffd66aaacaeec760ff
5034403,2,"Sounds like hack, but with that difference I wonder if the `call_user_func_array` could be replaced until certain level by the same strategy used in [`Configure::write()` of 1.x version](https://github.com/cakephp/cakephp/blob/1.3/cake/libs/configure.php#""",2013-07-04 05:25:21,jrbasso,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1397#discussion_r5034403,2013-07-04T17:25:21Z,2013-07-05T03:45:44Z,jrbasso,MEMBER,lib/Cake/Event/EventManager.php,,,,,1,"@@ -243,8 +235,10 @@ public function dispatch($event) {
 			if ($event->isStopped()) {
 				break;
 			}
-			if ($listener['passParams'] === true) {
-				$result = call_user_func_array($listener['callable'], $event->data);
+			$data = $event->data();
+			if ($data !== null) {
+				array_unshift($data, $event);
+				$result = call_user_func_array($listener['callable'], $data);
 			} else {
 				$result = call_user_func($listener['callable'], $event);","Sounds like hack, but with that difference I wonder if the `call_user_func_array` could be replaced until certain level by the same strategy used in [`Configure::write()` of 1.x version](https://github.com/cakephp/cakephp/blob/1.3/cake/libs/configure.php#L93-L107)
",0,3040dbe0c36960df4b3d20fd0cad8a570a98cdff
