comment_id,commit_id,author_login,author_id,body,created_at,updated_at
734646,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"Okay, agreed. Proposal:

```
class ActorQuery {
    def !(msg: Any) { ... }
}
class ActorRef extends ActorQuery
```

Then you can also pass queries around and reply to them etc. Of course the docs will explain why ActorQuery cannot be a subclass of ActorRef.
",2011-11-21T11:09:04Z,2011-11-21T11:09:04Z
734647,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"Well, obviously you route messages via different actors, so there definitely is a non-negligible cost. You pay for the flexibility it represents.
",2011-11-21T11:10:11Z,2011-11-21T11:10:11Z
734651,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"Send it a message and watch out for replies, then store away the respective sender references. Patrik suggested an AutoReceiveMessage just for this purpose, but since at least the replies need to be explicitly handled by the user, I tend to think that typical use patterns will make this superfluous. Why would you look something up if not intending to send it a message?
",2011-11-21T11:11:53Z,2011-11-21T11:11:53Z
734652,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"SOLD!
",2011-11-21T11:12:13Z,2011-11-21T11:12:13Z
734721,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"Well, that was my point, if including them is for enlightenment on how it's implemented, why settle for anything less than everything? ;-)
",2011-11-21T12:04:47Z,2011-11-21T12:04:47Z
734722,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"Really dislike the name ActorQuery

trait Endpoint/Destination/Receiver {
  def tell
  def ! //Scala_?
  def ask // Should be here?
  def ? //Scala_?
}
",2011-11-21T12:06:27Z,2011-11-21T12:06:27Z
734723,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"Is this in the case where it represents an ActorRef or something else?
",2011-11-21T12:06:59Z,2011-11-21T12:06:59Z
734725,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"This is why DeathWatch needs to work for them.
",2011-11-21T12:07:38Z,2011-11-21T12:07:38Z
734727,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"Otherwise I have no way of finding out whether the endpoint is valid or not
",2011-11-21T12:07:54Z,2011-11-21T12:07:54Z
734728,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,":-)
",2011-11-21T12:08:00Z,2011-11-21T12:08:00Z
734751,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"host:port is kinda tightly coupled with the Netty Transport layer. We should open up the possibility that whatever goes after the @ and the first subsequent slash is the identifier in the used remoting transport.
",2011-11-21T12:17:29Z,2011-11-21T12:17:29Z
734800,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"""One important aspect is that actor paths never span multiple actor systems or JVMs.""

I think this needs clarification
",2011-11-21T12:32:56Z,2011-11-21T12:32:56Z
735711,153d69d682660ed2ff300f7f416776fae134e75b,rkuhn,470469,"yes, thanks for this clean-up!
",2011-11-21T18:59:09Z,2011-11-21T18:59:09Z
735736,4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a,rkuhn,470469,"awesome, dude! So, this is how we roll … got perf numbers?
",2011-11-21T19:12:19Z,2011-11-21T19:12:19Z
735941,4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a,jboner,10701,"Very cool. Great job.
",2011-11-21T20:35:47Z,2011-11-21T20:35:47Z
736015,a2a09ec5a922c5a766472a054949cd83aba378ce,pvlugter,59895,"The unresolved/endpoint/... actor ref is like a remote actor ref. You don't know if there really is an actor on the other end. Watch/unwatch really need to be async (everything is, right?). For me, this fits in with the general transparency idea and that actor refs should all be considered as distributed by default, not locally known and resolved by default.
",2011-11-21T21:02:46Z,2011-11-21T21:02:46Z
736065,a2a09ec5a922c5a766472a054949cd83aba378ce,patriknw,336161,"Sounds good, but then it should be resolved/optimized under the cover so that users don't need to do the resolve by reply msg themselves due to performance reasons.

/Patrik

21 nov 2011 kl. 22:02 skrev Peter Vlugterreply@reply.github.com:

> The unresolved/endpoint/... actor ref is like a remote actor ref. You don't know if there really is an actor on the other end. Watch/unwatch really need to be async (everything is, right?). For me, this fits in with the general transparency idea and that actor refs should all be considered as distributed by default, not locally known and resolved by default.
> ---
> 
> Reply to this email directly or view it on GitHub:
> https://github.com/jboner/akka/commit/a2a09ec5a922c5a766472a054949cd83aba378ce#commitcomment-736015
",2011-11-21T21:23:29Z,2011-11-21T21:23:29Z
736069,a2a09ec5a922c5a766472a054949cd83aba378ce,pvlugter,59895,"Yes, I agree. Optimised locally to a local actor ref, and can be cached on remote nodes.
",2011-11-21T21:27:08Z,2011-11-21T21:27:08Z
736115,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"Hej, good to see you’re back! I also had a little chat with Viktor a few hours ago and will try to weld all the ideas and requirements into v2 of this document tomorrow. Then we should probably have a skype meeting about it.
",2011-11-21T21:49:34Z,2011-11-21T21:49:34Z
736167,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"If it's an actor ref then it needs to fully be an actor ref, that means that watch/unwatch needs to work etc.
",2011-11-21T22:11:19Z,2011-11-21T22:11:19Z
736168,4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a,viktorklang,10871,"Thx buddy
",2011-11-21T22:11:39Z,2011-11-21T22:11:39Z
736222,a2a09ec5a922c5a766472a054949cd83aba378ce,pvlugter,59895,"For sure. Monitoring will need to work asynchronously for remote and cluster actor refs, which is similar to unresolved local actor refs.
",2011-11-21T22:41:23Z,2011-11-21T22:41:23Z
736226,a2a09ec5a922c5a766472a054949cd83aba378ce,viktorklang,10871,"If I do:

watch(actorFor(somePath))

I _must_ get the Terminated message when its terminated, or a
Terminated-message if it doesn't exist, otherwise it breaks the contract of
the death watch
",2011-11-21T22:43:25Z,2011-11-21T22:43:25Z
737138,4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a,patriknw,336161,"I'll run the bench (before and after) when I some low priority spare slot
appears in my schedule.

On Mon, Nov 21, 2011 at 11:11 PM, viktorklang <
reply@reply.github.com

> wrote:
> 
> Thx buddy
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a#commitcomment-736168
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T07:40:11Z,2011-11-22T07:40:11Z
737377,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"why not

```
def dilated(implicit system: ActorSystem): Duration = {
    val factor = system.extension(TestKitExtension).settings.TestTimeFactor
    this * factor
}
```
",2011-11-22T10:06:42Z,2011-11-22T10:06:42Z
737378,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"probably better to name this testKitExtension to make it more clear
",2011-11-22T10:07:08Z,2011-11-22T10:07:08Z
737385,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"becaus akka-actor can't have dependency to akka-testkit
",2011-11-22T10:08:35Z,2011-11-22T10:08:35Z
737391,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"but TestKitExtension.scala does not depend on the rest of testkit, right? I was suggesting to move just that file into akka-actor
",2011-11-22T10:10:25Z,2011-11-22T10:10:25Z
737396,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"What do you say about the raciness of this? It could potentially initialize multiple extensions. Not a problem for TestKit, but what about the general approach?
",2011-11-22T10:12:52Z,2011-11-22T10:12:52Z
737398,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"Feels wrong that akka-actor should know about all modules. Modules should be pluggable, not known in advance, by the core.
",2011-11-22T10:15:00Z,2011-11-22T10:15:00Z
737402,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"I share your feeling, which is why I say testkit is special: there are test facilities like Duration.dilated implemented within akka-actor, which is the source for this single one-off exception.
",2011-11-22T10:18:13Z,2011-11-22T10:18:13Z
737404,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"Yes, but I solved it, so we don't need the exception. Do you see any
problems with my solution with the implicit Dilation, comparing to the
ugliness of having TestKitExtension in akka-actor

On Tue, Nov 22, 2011 at 11:18 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> I share your feeling, which is why I say testkit is special: there are
> test facilities like Duration.dilated implemented within akka-actor, which
> is the source for this single one-off exception.
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737402
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T10:20:09Z,2011-11-22T10:20:09Z
737406,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"Yes, I was also thinking about this. Extensions will be loaded in the order in which they are given in the configuration (or in program order by calling `registerExtension` manually). There is nothing preventing from calling `registerExtension` themselves, I was contemplating adding `requireExtension(key)`, which would load the extension if not already present. That matches e.g. the LaTeX module system.
",2011-11-22T10:20:24Z,2011-11-22T10:20:24Z
737410,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"The problem is that init is called first, to get the key, and then it is
added in the map.
synchronized of registerExtension would solve it though.
Then, that should do the hasExtension check also.

On Tue, Nov 22, 2011 at 11:20 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> Yes, I was also thinking about this. Extensions will be loaded in the
> order in which they are given in the configuration (or in program order by
> calling `registerExtension` manually). There is nothing preventing from
> calling `registerExtension` themselves, I was contemplating adding
> `requireExtension(key)`, which would load the extension if not already
> present. That matches e.g. the LaTeX module system.
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737406
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T10:23:14Z,2011-11-22T10:23:14Z
737415,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"It’s less direct and clear: how it the user supposed to know that Dilated ultimately is meant to come from ActorSystem.settings? (imagine the error message if no implicit is found, which one would be more clear?) Should the user really be tempted to override it locally with another implicit? Both approaches have their warts. Is Duration.dilated exactly the only difficult one? If there is more than one, that would decide it for me. If not, the scales could tip either way.
",2011-11-22T10:25:13Z,2011-11-22T10:25:13Z
737420,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"We could move the Duration.dilated method to testkit also, since it is
really a testing thing.

On Tue, Nov 22, 2011 at 11:25 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> Its less direct and clear: how it the user supposed to know that Dilated
> ultimately is meant to come from ActorSystem.settings? (imagine the error
> message if no implicit is found, which one would be more clear?) Should the
> user really be tempted to override it locally with another implicit? Both
> approaches have their warts. Is Duration.dilated exactly the only difficult
> one? If there is more than one, that would decide it for me. If not, the
> scales could tip either way.
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737415
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T10:27:52Z,2011-11-22T10:27:52Z
737422,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"This is definitely the most elegant solution, I’m all for it!
",2011-11-22T10:30:11Z,2011-11-22T10:30:11Z
737423,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"ok, should I do it as a implicit conversion pimp of Duration in package
object akka.testkit, or as a plain old utility function?
What about java?

On Tue, Nov 22, 2011 at 11:30 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> This is definitely the most elegant solution, Im all for it!
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737422
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T10:32:21Z,2011-11-22T10:32:21Z
737428,57de4c969c59f7b726e08fe260a0596385399cb5,rkuhn,470469,"pimp for Scala, utility for Java (it’s the best we can do, right?)
",2011-11-22T10:36:52Z,2011-11-22T10:36:52Z
737429,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"ok

On Tue, Nov 22, 2011 at 11:36 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> pimp for Scala, utility for Java (its the best we can do, right?)
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737428
",2011-11-22T10:37:33Z,2011-11-22T10:37:33Z
737471,57de4c969c59f7b726e08fe260a0596385399cb5,viktorklang,10871,"I don't understand this piece of code.
It is not the responsibility of the key to register the extension.
",2011-11-22T11:08:30Z,2011-11-22T11:08:30Z
737472,4fdf69861119f3f9883c2cbd8b4b1e3028a0b86a,viktorklang,10871,"Thanks Patrik!
",2011-11-22T11:08:46Z,2011-11-22T11:08:46Z
737489,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"I can add another separate object for the key
object TestKitExtensionKey extends ExtensionKey[TestKitExtension]
",2011-11-22T11:15:40Z,2011-11-22T11:15:40Z
737495,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"I wonder if it isn't better if registerExtension looked like
  def registerExtension[T <: AnyRef](key: ExtensionKey[T], ext: Extension[T])
and that init doesn't return Key, but Unit.
I think that makes it easier to make register and init atomic.
",2011-11-22T11:20:29Z,2011-11-22T11:20:29Z
737498,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"Lost format, I mean:

```
def registerExtension[T <: AnyRef](key: ExtensionKey[T], ext: Extension[T])
```
",2011-11-22T11:21:44Z,2011-11-22T11:21:44Z
737501,57de4c969c59f7b726e08fe260a0596385399cb5,viktorklang,10871,"What is the contract, same as getAndSet, or is it putIfAbsent, or is it throwOnPreexists?
",2011-11-22T11:24:15Z,2011-11-22T11:24:15Z
737507,57de4c969c59f7b726e08fe260a0596385399cb5,patriknw,336161,"I think it should be putIfAbsent, but it's more tricky than that because of
init.

First registration wins, others are ignored. Including invocation to init.

On Tue, Nov 22, 2011 at 12:24 PM, viktorklang <
reply@reply.github.com

> wrote:
> 
> What is the contract, same as getAndSet, or is it putIfAbsent, or is it
> throwOnPreexists?
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/57de4c969c59f7b726e08fe260a0596385399cb5#commitcomment-737501
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-22T11:27:06Z,2011-11-22T11:27:06Z
737512,57de4c969c59f7b726e08fe260a0596385399cb5,viktorklang,10871,"Then I think it should be:

```
def registerExtension[T <: AnyRef](key: ExtensionKey[T], ext: Extension[T]): Extension[T]
```

So that you can check:

val ext = ...
if(ext != registerExtension(key, ext)) alreadyRegistered else awesomized
",2011-11-22T11:30:37Z,2011-11-22T11:30:37Z
737624,e60d3f386d0239c12c7dccdc794b484402c2b1cc,rkuhn,470469,"This runs the risk of a classical AB/BA deadlock. If we really do care about concurrent extension registrations (which I find a bit esoteric, but that’s probably just me), then we need something a bit more elaborate, like putting a Marker into the map, and it that fails wait for the marker to be replaced and return the other instance.
",2011-11-22T13:01:40Z,2011-11-22T13:01:40Z
737625,e60d3f386d0239c12c7dccdc794b484402c2b1cc,patriknw,336161,"forgot, I must move Java API to TestKit object
package object isn't available from Java, is it?
",2011-11-22T13:02:01Z,2011-11-22T13:02:01Z
737628,e60d3f386d0239c12c7dccdc794b484402c2b1cc,rkuhn,470469,"just wanted to comment on whether you had tried that ;-)
",2011-11-22T13:03:17Z,2011-11-22T13:03:17Z
737632,ce6dd05ab9a4f7be1d9696598d35d929a0713829,rkuhn,470469,"Yes, that looks like what I should have done. It’s not always the best to optimize for code reuse ;-)
",2011-11-22T13:06:16Z,2011-11-22T13:06:16Z
737634,e60d3f386d0239c12c7dccdc794b484402c2b1cc,viktorklang,10871,"putIfAbsent with key and a CountDownLatch(1), if successful, init the extension and do a conditional replace of the latch and the extension, count down the latch, profit
",2011-11-22T13:07:19Z,2011-11-22T13:07:19Z
737637,ce6dd05ab9a4f7be1d9696598d35d929a0713829,viktorklang,10871,"I'm reusing! base64!
",2011-11-22T13:08:35Z,2011-11-22T13:08:35Z
737639,e60d3f386d0239c12c7dccdc794b484402c2b1cc,rkuhn,470469,"precis
",2011-11-22T13:09:49Z,2011-11-22T13:09:49Z
737643,e60d3f386d0239c12c7dccdc794b484402c2b1cc,viktorklang,10871,"Bra Svenska, Roland!
",2011-11-22T13:11:30Z,2011-11-22T13:11:30Z
737644,6d2b090598555046d0163316ac0ce588d81c884b,rkuhn,470469,"so by that amount of ceremony you basically say that this is not really a recommended way of doing things ;-) nice!
",2011-11-22T13:11:57Z,2011-11-22T13:11:57Z
737646,6d2b090598555046d0163316ac0ce588d81c884b,viktorklang,10871,"Haha, it's a slippery slope, once you add hasMessages someone will want numberOfMessages, then someone wants to know if there's systemMessages and then we might just have them peek at the Mailbox ;)

Just trying to cut down in the moving parts :-)
",2011-11-22T13:14:38Z,2011-11-22T13:14:38Z
737995,ac03696d88bf76eae5c760582b29f37f180493de,patriknw,336161,"I think we should use Duration as much as possible, i.e. 
import akka.util.duration._
10 milliseconds
",2011-11-22T15:07:39Z,2011-11-22T15:07:39Z
737999,ac03696d88bf76eae5c760582b29f37f180493de,patriknw,336161,"Use duration.
tickDuration = 100ms
",2011-11-22T15:08:35Z,2011-11-22T15:08:35Z
738002,ac03696d88bf76eae5c760582b29f37f180493de,patriknw,336161,"Use Duration(getMilliseconds(""akka.scheduler.tickDuration""), MILLISECONDS)
",2011-11-22T15:09:31Z,2011-11-22T15:09:31Z
738003,ac03696d88bf76eae5c760582b29f37f180493de,patriknw,336161,"Constructor of HashedWheelTimer should take Duration instead of value and unit parameters
",2011-11-22T15:10:15Z,2011-11-22T15:10:15Z
738004,ac03696d88bf76eae5c760582b29f37f180493de,viktorklang,10871,"Totally agree with Patrik
",2011-11-22T15:11:07Z,2011-11-22T15:11:07Z
738007,ac03696d88bf76eae5c760582b29f37f180493de,henrikengstrom,506945,"Cool, I'll update the test, trait and HWT constructor.

On Tue, Nov 22, 2011 at 16:11, viktorklang <
reply@reply.github.com

> wrote:
> 
> Totally agree with Patrik
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/ac03696d88bf76eae5c760582b29f37f180493de#commitcomment-738004
",2011-11-22T15:12:21Z,2011-11-22T15:12:21Z
738304,a2a09ec5a922c5a766472a054949cd83aba378ce,jboner,10701,"You have '/remote' which is more than three. 

I'd prefer '/null' I think. 

And why not call '/app' '/user' or '/usr' instead? 
",2011-11-22T16:51:33Z,2011-11-22T16:51:33Z
738315,a2a09ec5a922c5a766472a054949cd83aba378ce,rkuhn,470469,"Okay, you are right: either ""/rmt"" (which I don’t like) or go the full way:

```
""/user""
""/system""
""/null""
""/temp""
""/remote""
```

PS: /usr stands for Unix system repository
",2011-11-22T16:56:12Z,2011-11-22T16:56:12Z
738946,a2a09ec5a922c5a766472a054949cd83aba378ce,jboner,10701,"I like that. Less cool, but more clear. Also like 'user' more than 'app'. 
",2011-11-22T20:22:32Z,2011-11-22T20:22:32Z
740647,65a9eddbdac3423aa041898e0c73d9252499da00,rkuhn,470469,"please make vars private with prepended underscore and expose only getter publicly where needed
",2011-11-23T09:36:50Z,2011-11-23T09:36:50Z
740648,65a9eddbdac3423aa041898e0c73d9252499da00,rkuhn,470469,"conceptually this should be an implementation detail (i.e. private), right?
",2011-11-23T09:37:16Z,2011-11-23T09:37:16Z
740656,65a9eddbdac3423aa041898e0c73d9252499da00,rkuhn,470469,"Is there a name collision with another `system`? I usually only use leading underscores to mark constructor arguments which shall not be used in positions where they would become a field, or for private vars which have only a getter exposed.
",2011-11-23T09:42:18Z,2011-11-23T09:42:18Z
740663,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"yes, I agree

On Wed, Nov 23, 2011 at 10:36 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> please make vars private with prepended underscore and expose only getter
> publicly where needed
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/65a9eddbdac3423aa041898e0c73d9252499da00#commitcomment-740647
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-23T09:43:58Z,2011-11-23T09:43:58Z
740665,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"Nice
",2011-11-23T09:44:09Z,2011-11-23T09:44:09Z
740668,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"I guess so. I'll try to make it private.

On Wed, Nov 23, 2011 at 10:37 AM, Roland Kuhn <
reply@reply.github.com

> wrote:
> 
> conceptually this should be an implementation detail (i.e. private), right?
> ---
> 
> Reply to this email directly or view it on GitHub:
> 
> https://github.com/jboner/akka/commit/65a9eddbdac3423aa041898e0c73d9252499da00#commitcomment-740648
## 

Patrik Nordwall
Typesafe http://typesafe.com/ - Enterprise-Grade Scala from the Experts
Twitter: @patriknw
",2011-11-23T09:45:09Z,2011-11-23T09:45:09Z
740671,65a9eddbdac3423aa041898e0c73d9252499da00,rkuhn,470469,"YES! This is VERY nice!
",2011-11-23T09:45:29Z,2011-11-23T09:45:29Z
740673,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"Already changed that locally. It was a copy mistake from ActorSystemSpec
",2011-11-23T09:46:04Z,2011-11-23T09:46:20Z
740679,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"This feels dirty
",2011-11-23T09:47:08Z,2011-11-23T09:47:08Z
740680,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"Where is this used?
",2011-11-23T09:47:41Z,2011-11-23T09:47:41Z
740682,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"UndefinedRemoteAddress I think should be ""LocalOnly""
",2011-11-23T09:49:02Z,2011-11-23T09:49:02Z
740684,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"In ClusterInterface.NodeAddress
",2011-11-23T09:49:18Z,2011-11-23T09:49:18Z
740688,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"This could be a lazy val instead
",2011-11-23T09:49:54Z,2011-11-23T09:49:54Z
740689,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"I don't think this should be ""clustername"" it should be ""applicationName""
",2011-11-23T09:50:40Z,2011-11-23T09:50:40Z
740692,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"This should be a FIXME, can't release without that.
",2011-11-23T09:51:32Z,2011-11-23T09:51:32Z
740693,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"Yes, we have it at a lot of places. On my TODO list to ask you guys if we can do something better. Now I ask.
",2011-11-23T09:51:33Z,2011-11-23T09:51:33Z
740695,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"Right!
",2011-11-23T09:52:13Z,2011-11-23T09:52:13Z
740698,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"ah, you guys complain each time I try to use lazy, so I have started to think it is bad ;-)
",2011-11-23T09:53:48Z,2011-11-23T09:53:48Z
740701,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"should be extension(key) != null
",2011-11-23T09:54:12Z,2011-11-23T09:54:12Z
740703,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"Since we could in theory use any transport for the remoting, it should be a String
",2011-11-23T09:55:27Z,2011-11-23T09:55:27Z
740706,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"??????
",2011-11-23T09:55:55Z,2011-11-23T09:55:55Z
740707,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"??????
",2011-11-23T09:56:00Z,2011-11-23T09:56:00Z
740708,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"why? You can run several instances of an application, each in it's own cluster. I think we can defer this to 2.1 when clustering is enabled, but I need something now, since there is some cluster code there (ClusterInterface)
",2011-11-23T09:56:11Z,2011-11-23T09:56:11Z
740709,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"reap-futures doesn't exist anymore
",2011-11-23T09:56:26Z,2011-11-23T09:56:26Z
740713,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"I have not written that TODO. What does it mean? What should be configured? defaultGlobalDispatcher is already configured.
",2011-11-23T09:57:43Z,2011-11-23T09:57:43Z
740714,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"looks dodgy
",2011-11-23T09:58:06Z,2011-11-23T09:58:06Z
740715,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"No, extension(key) throws exc. I inlined your method in registerExtension and it is named lookupExtension
",2011-11-23T09:59:14Z,2011-11-23T09:59:14Z
740716,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"There can be only one, either it's ""dispatcher"" OR it's ""defaultDispatcher""
",2011-11-23T09:59:26Z,2011-11-23T09:59:26Z
740717,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"Not part of this ticket. Create a new one.
",2011-11-23T09:59:57Z,2011-11-23T09:59:57Z
740719,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"Ah, thanks, mistake when I renamed PORT to Port
",2011-11-23T10:00:47Z,2011-11-23T10:00:47Z
740720,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"Don't like this part, remoting should be loaded at startup, only.

We should consider having registerExtension take: Creator[Extension[T]] and => Extension[T] if we want to avoid multiple creation.

We also need to provide a shutdown hook for extensions that are executed on shutdown so the extension can clean up.
",2011-11-23T10:01:57Z,2011-11-23T10:01:57Z
740721,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"this var isn't threadsafe.
",2011-11-23T10:02:24Z,2011-11-23T10:02:24Z
740722,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"thanks, removed!
",2011-11-23T10:02:29Z,2011-11-23T10:02:29Z
740725,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"wtf? is it that whiny?
",2011-11-23T10:03:39Z,2011-11-23T10:03:39Z
740727,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"yes, it's a general problem that we don't have easy access to the provider
",2011-11-23T10:03:47Z,2011-11-23T10:03:47Z
740730,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"I suggest making in an ActorSystemImpl in the field instead of casting at use-site
",2011-11-23T10:04:44Z,2011-11-23T10:04:44Z
740732,65a9eddbdac3423aa041898e0c73d9252499da00,viktorklang,10871,"Love the rename of the Settings to CamelCase, looks way better!
",2011-11-23T10:05:29Z,2011-11-23T10:05:29Z
740733,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"yes, weird, I remove defaultDispatcher
",2011-11-23T10:05:46Z,2011-11-23T10:05:46Z
740735,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"yes, I have already added @volatile on all those
",2011-11-23T10:06:53Z,2011-11-23T10:06:53Z
740739,65a9eddbdac3423aa041898e0c73d9252499da00,patriknw,336161,"What do you mean? It is only initialized once, on usage.

I don't think we should have shutdown hook. I think the extensions can listen to the termination future if they need.
",2011-11-23T10:08:53Z,2011-11-23T10:08:53Z
